36.196903,5.415087,Sétif
36.160301,5.698398,El-Eulma
36.753768,3.058756,Alger
36.034859,6.573425,Ain Mlila
36.360155,6.642433,Constantine
36.750890,5.056733,Béjaia
36.475793,2.829758,Blida
36.711821,4.051717,Tizi Ouzou
36.070419,4.756405,BBA
36.926458,7.752535,Annaba
36.617879,2.391236,Tipaza
35.414249,8.101092,Tebessa
33.371340,6.847968,El Oued
34.837035,5.751048,Biskra
27.971634,-0.186964,Adrar
35.697070,-0.630799,Oran
34.888406,-1.318004,Tlemcen
